target,text,num_characters,num_words,num_sentences
0,oh half hour much longer syria canada eh wow must get much work done day us extra time grin,150,38,4
0,sometim put wall around heart safe get hurt find care enough break wall amp get closer goodnoon,162,37,2
0,sweet may may go 4u meet carlo gaug patti interest,82,20,1
0,buy today need c meh,47,12,2
0,aight sorri take ten year shower plan,56,14,2
0,everi monday nxt week vl complet,41,9,1
0,might ax well im,23,6,1
0,chill anoth 6hr could sleep pain surgic emerg see unfold okay,112,24,3
0,yeah tri scroung someth,38,8,1
0,crazi ar marri like gd look guy fren like say korean leona fave dun thk aft think mayb prob go,162,41,4
0,somewher fredericksburg,32,4,1
0,que pase un buen tiempo someth like,47,9,1
0,ok stay night xavier sleep bag get tire,82,20,2
0,doesnt need test,25,6,1
0,noth much chillin home super bowl plan,51,12,2
1,free2day sexi st georg day pic jordan txt pic 89080 dont miss everi wk sauci celeb 4 pic c 0870241182716,157,32,1
0,bugi oso near wat,22,5,1
0,yo there class tmrw right,30,7,1
0,let ur heart ur compass ur mind ur map ur soul ur guid u never loos world gnun sent via,121,27,1
0,goodnight sleep well da pleas take care pleas,53,12,2
0,baaaaab misss youuuuu go teach class 5,84,21,4
0,u ned convinc tht possibl witot hurt feel main,81,16,1
0,good afternoon loverboy goe day luck come way think sweeti send love across sea make smile happi,152,34,4
0,start send blackberri torch nigeria find buyer like 4a month tell dad buy bb anyon oh,131,30,2
0,lt gt pple marri lover becz hav gud undrstndng dat avoid problem sent di 2 u u wil get gud news friday person like tomorrow best day life dont break chain break suffer send lt gt frnd lt gt min whn u read,327,90,6
0,yo dude guess got arrest day,49,10,1
0,shuhui say chang 2 suntec steamboat u noe r u,65,16,3
0,danc river,29,7,1
0,yetund sorri moji seem busi abl go shop pleas find way get want us get pleas forgiv repli free via yahoo messeng,207,48,4
0,hey realli pretti late want go lesson first join reach tp mrt,114,28,3
1,hot live fantasi call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 k,101,22,1
0,bbq sat mine 6ish ur welcom 2 come,49,12,2
0,know thing wrong everyso often panick start goin bout bein good enough,110,24,1
0,alright good night,36,11,2
0,tri make anoth butt,32,7,1
0,hope feel great pl fill abiola,50,12,3
0,though shd go n fun bar town someth sound ok,83,20,1
0,1 go write msg 2 put dictionari mode 3 cover screen hand 4 press lt gt 5 gentli remov ur hand interest,141,43,2
1,bear pic nick tom pete dick fact type tri gay chat photo upload call 08718730666 2 stop text call 08712460324,151,34,3
1,500 new mobil 2004 must go txt nokia 89545 collect today 2optout txtauction,156,28,2
0,final readi fyi,23,5,1
0,aunti huai juan never pick phone,40,8,1
1,doubl min doubl txt price linerent latest orang bluetooth mobil call mobileupd8 latest offer 08000839402,159,26,3
0,ya tel wat ur problem,25,7,1
0,dnt wnt tlk wid u,22,7,1
0,spend day wait ideal path appear front us forget made walk wait goodnight,155,37,2
0,ok arm feel weak cuz got shot go anoth time,72,18,1
0,pleas reserv ticket saturday eve chennai thirunelvali tirunelvali chennai sunday eve alreadi see net ticket avail want book ticket tackl,203,38,1
0,storm msg wen u lift phne u say u knw wt real mean hello name girl ye u knw dat girl margaret girlfrnd f grahmbel invnt telphon moral one 4get name person,278,80,14
0,pop ask bout someth said around tonght wen girl come,115,28,3
0,e best 4 ur exam later,27,8,1
0,hope ur head hurt 2 much plough way pile iron stay chinki tonight come round like,139,31,3
0,oh think wi nz player unsold,46,11,1
0,haha got fast lose weight thk muz go 4 month den got effect gee later go aust put bk e weight,115,30,1
0,wonder got onlin love gone net cafe get phone recharg friend net think boytoy,155,38,5
0,haha kid papa need drug,35,7,1
0,thk shld b ya wana go 4 lesson haha go one whole stretch,82,22,2
0,oh ok,7,3,1
0,r still meet 4 dinner tonight,36,8,1
0,that cool gentleman treat digniti respect,73,16,2
0,shall start hear,24,6,1
0,wait 4 u lor need 2 feel bad lar,49,14,1
0,check got detail messag,48,11,2
0,regist sinco paye log enter urn lt gt confirm bewar fraud share disclos urn anyon,155,37,4
0,decid peopl care stuff vote care stuff loser,93,19,1
0,kaiez enjoy ur tuition gee thk e second option sound beta go yan jiu den msg u,99,24,3
0,cool fun practic make babi,48,10,2
0,actual get readi leav hous,42,8,1
0,k k special today,24,8,1
1,urgent import inform o2 user today lucki day 2 find log onto http fantast surpris await,163,31,3
0,got ta,30,8,1
0,got ten buck jay noncomitt,44,10,1
0,hungri,24,5,1
0,pl speak custom machan,34,7,1
0,somewher beneath pale moon light someon think u dream come true goodnit amp sweet dream,144,28,1
1,dear u invit xchat final attempt contact u txt chat 86688 ldn 18 yr,143,25,3
0,wat ur opinion abt abt charact,52,12,1
0,jay snicker tell x total fuck chord speak,82,17,1
0,hour hair cut,39,9,1
0,wonder co dun rem see silver car thk saw black one,80,21,2
0,lmao take pic send,35,11,2
0,feel word better silenc gud mrng,82,21,1
0,current scotland,41,10,2
0,work week,27,7,1
1,congratul ur award either cd gift voucher free entri 2 weekli draw txt music 87066 tnc 1 win150ppmx3age16,156,25,1
0,lol great im get hungri,32,7,1
0,ye saw messag,33,8,1
0,mu like lt gt second,41,15,1
0,thing r good thanx got exam march ive done revis fran still boyf ive got ta interviw 4 exet bit worri x,126,29,3
0,tell make littl spreadsheet track whose idea smoke determin entir month februari,153,31,1
1,sale arsen dartboard good condit doubl trebl,71,14,2
0,look back build coat want get sick hurri home wear coat gym,141,36,3
0,pain person alway tri keep everybodi happi time nobodi recognis,124,25,2
0,thank love wish rock,38,8,2
0,intrepid duo great time see soon,63,15,2
0,ask sen come chennai search job,47,11,1
0,dad went oredi,22,5,1
0,ju hope true missin co realli missin done anyth feel guilti yet,115,27,2
0,wat late still earli mah juz go 4 dinner lor aiya dunno,71,19,3
0,arm fine cardiff uni,34,9,1
0,fact leav think addi goe back school tue wed,72,17,2
0,cool breez bright sun fresh flower twitter bird wait wish u amp nice,134,31,2
0,ya go restaur,26,7,1
0,askd u knw tht,38,12,1
1,free 1st week entri 2 textpod 4 chanc 2 win 40gb ipod cash everi wk txt pod 84128 ts cs custcar 08712405020,143,30,2
0,duck chinchilla,25,3,1
0,marriag function,27,6,1
0,look like u wil b get headstart im leav bout u r desper compani could head goin meet rummer,159,33,1
0,give fli monkey wot think certainli mind friend mine,113,22,2
1,regist optin subscrib ur draw 4 gift voucher enter receipt correct an 80062 what no1 bbc chart,144,28,1
0,say thanks2,13,3,1
0,msg rajini come,25,6,1
0,ya take ure practic lesson start june,66,15,3
0,good need drug,33,8,1
0,possibl,23,3,1
0,decid faster co si go home liao,54,12,1
1,summer final fanci chat flirt sexi singl yr area get match repli summer free 2 join optout txt stop help08714742804,159,33,5
0,u sleep go take haha got spi wat onlin check n repli mail lor,104,25,3
1,clair havin borin time alon u wan na cum 2nite chat 09099725823 hope 2 c u luv clair xx,156,28,2
1,bought one rington get text cost 3 pound offer tone etc,81,14,1
0,yalru lyfu astn chikku bt innu mundh lyf ali halla ke bilo marriag program edha lyf nt yet ovr chikku ali vargu lyfu meow meow,144,34,1
0,kinda first one get twelv aah speak tomo,51,13,4
1,09066362231 urgent mobil 07xxxxxxxxx bonu caller prize 2nd attempt reach call 09066362231 asap,155,29,4
0,ok good later come find c lucki told go earlier later pple take finish,117,27,1
0,wat make u thk fall actual thk quit prone 2 fall lucki dad home ask come n fetch alreadi,131,34,3
1,07801543489 guarante latest nokia phone 40gb ipod mp3 player prize txt word collect,161,30,3
0,wont touch permiss,42,9,1
1,hi luci hubbi meetin day fri b alon hotel u fanci cumin pl leav msg 2day 09099726395 luci x,163,29,2
0,7 wonder world 7th 6th ur style 5th ur smile 4th ur person 3rd ur natur 2nd ur sm 1st love good morn dear,153,33,1
0,take small dose tablet fever,37,7,1
0,oh u must taken real valentin shop first,61,13,2
0,sent email address incomm right,77,18,1
0,gon na blake night might abl get littl earli,93,25,2
0,friendship game play word say start march end may tomorrow yesterday today e,141,35,1
0,nice wait text right gon na pay ticket ya know,85,23,3
0,watch lotr w si di aft u wan 2 meet 4 dinner nite,78,23,2
0,keep away like,33,7,1
0,think far find check googl map place dorm,90,21,2
0,trip ok quit tire lor uni start today ok 4 co take modul ju concentr final yr project,147,34,2
0,alway say welp,33,7,1
0,guy browsin compulsori,32,8,1
0,puriti friendship two smile read forward messag smile see name gud evng musthu,149,27,2
0,add realli care ca least get dude fuck hey money want,132,35,1
0,hello lover goe new job happi think wake slave send teas kiss across sea,154,39,6
0,told number gautham,31,7,1
0,tell need investig anywher,51,10,1
0,ok juz receiv,18,5,1
0,cant believ said mani thing morn realli want say good morn love beauti morn see librari later,172,38,3
1,account credit 500 free text messag activ txt word credit 80488 cs,130,28,2
0,end might still vomit okay everyth come,76,17,2
0,money money aint thing sha,78,21,1
0,everyth weather keep extra warm cold noth seriou pl lot vitamin c,112,25,4
0,hey gal anyon u go e drive centr tmr,58,14,2
0,alway yahoo messeng send messag get may send mobil mode sha get repli,158,38,3
0,put readi lt time gt,60,19,2
0,time n smile r two crucial thing life sometim time make us forget smile sometim someon smile make us forget time gud noon,154,32,2
1,sm ac jsco energi high u may know 2channel 2day ur leadership skill r strong psychic repli an end repli end jsco,154,36,7
0,idp linux system,34,6,1
1,hot live fantasi call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 nation rate call,122,25,1
0,da what plan,26,9,1
0,ill lt gt ok,31,13,1
0,oh god almost home,26,8,2
0,total video convert free download type googl search,64,12,1
1,thank vote sing along star karaok mobil free link repli sing,121,27,3
0,sound like someth someon test would sayi,56,9,1
0,u love someon dont make love u much u love much dont want love anyon except gud nit,148,36,2
0,pete phone still jenni colleg,90,22,3
0,oop sorri check mind pick tomo half eight station would ok,110,26,3
0,hey sweet wonder moment might come want send file someon wo go yahoo connect suck rememb set page go download format disc could tell know way download big file download stuff directli internet help would great prey teas kiss,458,102,6
0,how champ leav glasgow,36,7,1
0,k best congrat,28,10,1
0,wonder get text,33,9,1
0,need come home give good lovin,51,12,1
1,brand new mobil music servic live free music player arriv shortli instal phone brows content top artist,157,31,3
0,shall ask one thing dont mistak,45,11,1
0,check wid corect spele sarcasm,37,7,2
1,urgent mobil award bonu caller prize 2nd attempt contact call box95qu bt nation rate,161,30,4
0,angri happen dear,39,9,2
0,thk u dun haf 2 hint e forum alreadi lor co told ron n darren go 2 tell shuhui,96,25,1
0,yup ok thanx,15,4,1
0,hi ct employe,29,9,1
0,pl pl find aunt nike,32,8,1
0,wow love sooo much know bare stand wonder day goe well love think miss,152,39,5
0,scream mean shout,29,5,1
0,hey happen de alright,36,9,2
0,pick receipt someth earlier,54,10,1
0,think chennai well settl,29,6,1
0,oh dang mean send lol,47,15,3
0,unfortun found pick sister airport even think go tri go one th,172,40,2
0,horribl bf v hungri,32,8,2
0,rememb day,22,5,1
1,nokia 7250i get win free auction take part send nokia 86021,150,31,4
0,feel real valentin yo valentin even tho u hardli play,91,23,4
0,sound good finger make difficult type,53,11,3
0,midnight earliest,24,4,1
0,sure tri make xavier smoke want smoke told smoke much,121,28,1
0,k come nordstrom done,36,8,1
0,u konw waht rael friendship im gving yuo exmpel jsut ese tih msg evrey splle tih msg wrnog bt sitll yuo ra wihtuot ayn mitsak goodnight amp nice sleep sweet dream,212,48,1
0,press confer da,25,6,1
1,hello orang 1 month free access game news sport plu 10 free text 20 photo messag repli ye term appli,156,33,3
0,complet degre use join financ,59,12,2
0,good afternoon love job prospect miss lazi bleak hmmm happi fill love,155,37,6
0,shant disturb u anymor jia,37,8,1
0,bishan lar nearer need buy earli co buy got ta park car,79,20,1
0,dont know oh,24,7,1
0,dude sux snake got old raiden got buff,50,12,2
0,say hi get ass back south tampa prefer kegger,75,18,1
0,e msg ju u said thank gift,41,12,2
0,u,8,3,1
0,ok dear call chechi,36,9,2
0,yeah tote u wan na,31,10,2
0,ok found di pierr cardin one look normal cost 20 sale,73,16,1
0,good sleep rhythm person establish rhythm bodi learn use want know,127,30,3
0,wat r u,14,5,1
0,messag truro hospit ext phone phone side,97,25,4
0,singl line big mean anyth 4 ur best,73,21,1
0,got ga money chanc gang want go grand natur adventur,92,21,1
0,dnt worri use ice piec cloth take 2 tablet,63,14,1
0,dude saw park car sunroof pop sux,58,13,2
0,get readi put excel sub face,46,11,1
0,tmrw im finish 9 door,26,6,2
0,lt gt g saw day ago guy want sell wifi lt gt 3g lt gt blank,143,50,2
0,late,29,9,2
0,whatev im pretti piss,31,7,1
0,dont much imag class,37,9,1
0,got rumour go buy apart chennai,63,18,1
0,near kalainar tv,33,4,1
1,ur current 500 pound maxim ur send go 86688 cc 08718720201,145,23,2
1,sm auction brand new nokia 7250 4 auction today auction free 2 join take part txt nokia 86021,149,31,4
0,si catch e show e afternoon watch w c u wan 2 watch today tmr lor,104,28,2
0,sound gd haha wah u yan jiu fast liao,58,16,1
0,nosi guess idk react freak,62,18,3
0,rememb hurt day satan impost pay price destini keep go u said pray get mind get,184,41,1
0,make girl happi difficult make girl happi u need friend companion lover chef lt gt good listen lt gt organ lt gt good boyfriend lt gt clean lt gt sympathet lt gt athlet lt gt warm lt gt courag lt gt determin lt gt true lt gt depend lt gt intellig lt gt psychologist lt gt pest extermin lt gt psychiatrist lt gt healer lt gt stylist lt gt driver aaniy pudunga venaam,611,220,38
0,princess bet brotha chase,61,15,2
0,shall book chez jule half eight ok,62,16,1
0,hhahhaahahah rofl wtf nig leonardo room someth,64,11,1
0,yep derek hous see sunday lt 3,47,15,1
0,cool let know kick around lt gt day,92,28,1
0,wonder would okay call uncl john let know thing nigeria r lt gt dollar 2year sent know strain plan pay back everi dime give everi dime expect anyth practic someth like,338,79,4
0,charg transfer charg withdraw anyhow like,86,15,1
0,dont search love let love find that call fall love bcoz u dont forc u fall u know smeon hold u bslvyl,159,36,1
0,let go bill miller,30,9,2
0,love set soul fire spark flame big rawr flame xoxo,105,30,6
0,somewhr someon sure made 4 god decid perfect time make u meet dat person till den enjoy ur crush,148,43,12
0,honeymoon outfit,30,8,2
0,help propos go back tomorrow,52,10,1
1,privat 2003 account statement show 800 point call 08719899230 identifi code 41685 expir,136,23,3
0,never blame day ur life good day give u happi bad day give u experi essenti life god bless good morn,152,35,7
0,pl confirm time collect chequ,43,9,1
1,regist subscrib yr draw 4 gift voucher b enter receipt correct an next olymp txt an 80062,148,31,3
1,urgent mobil number award prize guarante call 09061790121 land line claim valid 12hr 150ppm,146,27,5
0,daddi take good care,35,9,1
0,yeah probabl still got ta check leo,47,11,1
0,special,25,5,1
0,carlo take sweet time usual let know patti smoke tell haul ass,127,28,1
0,ok noth problem,25,8,2
0,heard job go wildlif talk tonight u want2com that2worzel wizzl whatev,143,31,4
0,god pick flower dippeditinadew lovingli touch itwhichturnedinto u gift tomeandsaid friend 4u,128,23,1
0,came hostel,24,6,1
0,ok prob come lunch,43,11,2
0,ju tell u dat b leav 4 shanghai 21st instead haf time 2 meet cya,99,24,1
0,freez home yet rememb kiss mom morn love think miss yet,152,37,6
0,readi big day tomorrow,37,9,1
0,probabl around mu lot,32,8,1
0,645,3,1,1
1,pro video club need help info call 08701237397 must club credit redeem enjoy,153,27,3
0,thnx dude u guy 2nite,28,8,2
0,sef dey laugh meanwhil darl anji,55,13,2
0,mm food da,28,8,1
0,k make sens btw carlo difficult guy gon na smoke go pick second batch get ga,121,28,1
0,u download fring app,29,7,1
0,2 oz guy kinda flaki one friend interest pick lt gt worth tonight possibl,115,28,1
0,friend u stay fb chat,39,9,1
0,fuck babe miss sooooo much wish sleep bed lone go sleep dream love,154,41,4
0,live simpl love also simpl laugh simpl win tooo simpl difficult gud nte,148,34,4
1,u secret admir look 2 make contact r reveal think ur 09058094599,132,26,1
0,ah well confus thing,47,10,1
1,500 free text msg text ok 80488 credit account,71,16,2
0,hi dear call urgnt know what problem want work problem least tell wate repli,156,38,4
0,dear ok,25,8,2
1,select stay 1 250 top british hotel noth holiday worth claim call london bx 526 sw73ss,149,32,4
0,ye princess want make happi,41,10,2
0,sound like mani talent would like go dinner date next week,83,19,2
0,go film 2day da 6pm sorri da,45,14,3
0,watch movi alreadi xy want 2 shop shop w,73,18,2
0,hello littl parti anim thought buzz friend grin remind love send naughti ador kiss,158,34,2
0,yesterday go home,47,11,2
1,eeri nokia tone 4u rpli tone titl 8007 eg tone dracula 8007 titl ghost addamsfa munster exorcist twilight pobox36504w45wq 150p,161,29,1
0,come life brought sun shini warm heart put constant smile face make feel love care,159,35,2
0,shit surpris went spent even french guy met town fool around bit let fuck,165,40,1
1,0a network allow compani bill sm respons,91,18,1
0,great comedi cant stop laugh da,37,9,1
1,freemsg feelin kinda lnli hope u like 2 keep compani jst got cam mobi wan na c pic txt repli date 82242 msg150p 2rcv hlp 08712317606 stop 82242,160,37,2
0,alright set text man,41,11,1
0,hi keen go kind feel go tomo mind,136,39,2
0,sleep nt feel well,24,4,1
0,u switch fone dammit,35,9,2
0,india take lead,25,7,1
0,post l8r class,31,8,2
0,tht wat wright brother fli,36,8,1
0,even v good somewhat event laden fill worri head ok throat wreck see six,134,33,3
0,u laugh realli loud u talk spontan u dont care other feel u probabl dear amp best friend goodeven dear,156,36,3
0,laptop take,30,8,1
0,dont file bag work call tell find anyth room,118,30,1
0,wan earli lei outsid wun b home earli neva mind,82,20,1
1,ur chanc win cash everi wk txt action c custcar 08712405022,125,26,2
0,bugi juz wat walk home oredi late repli oso saw top dat like din buy r,150,39,3
0,7 go ok na,22,8,1
0,ye post coupl pic fb still snow outsid wake,90,24,3
0,one good partnership go take lead,61,17,1
1,rgent 2nd attempt contact u u call 09071512433 b4 050703 csbcm4235wc1n3xx callcost 150ppm mobilesvari 50,152,30,5
0,yeah class,28,8,1
0,send bec templ na,42,12,2
0,come home class right need work shower,75,18,2
1,hi ur lookin 4 sauci daytim fun wiv busti marri woman free next week chat 2 sort time 09099726429 janinexx,162,25,1
0,mostli like,27,7,1
0,v fan,16,5,1
0,dunno co v late n reach insid alreadi ate spageddi lor e gal r laugh lor,129,31,3
0,guess spent last night phase fourth dimens,73,14,1
0,dad gon na call get work ask crazi question,88,21,1
0,ye said,27,8,1
0,hurt n meaning line ever compromis everyth love,75,13,1
0,lmao nice 1,11,4,1
0,glad see repli,23,6,1
1,urgent tri contact today draw show prize guarante call 09050001295 land line claim a21 valid 12hr,160,32,5
1,monthli password wap use wap phone pc,73,16,3
0,nah dub je still buff,25,6,1
0,pain thought happi toughest thing earth,81,15,2
0,yeah fine get ok,53,17,2
0,lol u come idea,40,10,1
0,mani peopl seem special first sight remain special till last sight maintain till life end sh ja,156,34,2
0,okay wait ah,18,5,1
0,lei,6,3,1
0,hi babe u r like bed im sorri tonight realli wan na see u tomorrow call love xxx,126,33,3
0,alreadi squat new way walk,46,9,1
0,want bold 2 bb torch,30,8,1
0,cramp stop go back sleep,35,7,2
1,today vodafon number end 0089 last four digit select receiv award number match pleas call 09063442151 claim award,178,32,2
1,free top rington weekli 1st week subpoli 3 per,114,18,1
0,nan sonathaya soladha boss,32,7,2
0,bring tat cd forget,23,5,1
0,know rape dude poker,42,11,1
0,weightloss girl friend make load money ebay someth give thank god,99,22,4
0,gr8 see messag r u leav congrat dear school wat r ur plan,96,24,4
0,eatin later eatin wif fren lei go home first,78,18,1
0,finish alreadi yar keep say mushi embarrass ok,72,15,2
0,sorri man stash ran dri last night ca pick sunday,76,18,1
0,hai priya right doctor said,60,14,2
1,free msg sorri servic order 81303 could deliv suffici credit pleas top receiv servic,148,31,3
0,pleas ask mummi call father,31,6,1
0,come room come hous co hous still messi haha,77,18,1
0,lost 10 kilo today,33,9,1
0,tast fish curri,25,6,1
0,might accid tookplac somewher ghodbandar rd traffic move slove plz slip amp worri,126,27,4
0,yun wkg btw go nu sc wana specialis wad,75,19,2
0,ye one woman man pleas tell like dislik bed,75,19,3
0,test earlier appreci call tomorrow,68,15,3
0,loverboy keep come queen hmmm ach speak miss despar,144,34,4
0,u meet fren dun wan meet ah muz b guy rite,59,16,1
0,promis though even gotten dinner yet,60,14,1
0,got back dislik bed,49,13,2
0,turn stereo love mi phone unknown album,66,15,1
1,hard live 121 chat choos girl connect live call 09094646899 cheap chat uk biggest live servic vu bcm1896wc1n3xx,145,28,5
0,yeah see,24,7,1
0,ask u knw nt may ur frnd classmat,58,15,2
0,sorri earlier put around talk 9 actual life lol,107,24,3
1,wow boy r back take 2007 uk tour win vip ticket vip club txt club trackmarqu ltd info vipclub4u,138,33,6
0,missionari hook doggi hook stand,53,13,1
0,u better go sleep dun disturb u liao u wake msg lor,73,19,1
0,watch hous entertain get whole hugh lauri thing even stick inde especi stick,156,26,1
0,thought prap meant anoth one goodo look tomorrow,63,13,3
0,hi jon pete ive bin 2 spain recent hav sum dinero left bill said u ur mayb interest hav around tb jame,163,40,1
0,bold 2 lt gt,39,14,2
0,know shall speak lt gt minut,67,20,2
0,hunni wot u 2 2nite didnt end goin town ju da pub instead ju chillin da mo bedroom love jen,131,34,3
0,went project centr,24,5,1
0,per request alaipayuth set callertun caller press 9 copi friend callertun,136,27,2
0,lol yeah point guess,34,8,1
0,project w fren lor,27,6,1
0,lol well qualiti aint bad aint complain,55,12,2
0,k happen tonight,27,7,1
1,hi mandi sullivan call hotmix fm chosen receiv easter prize draw pleas telephon 09041940223 claim prize transfer someon els,226,40,1
0,think go finn come,39,11,1
0,tire special,36,7,1
0,come tomorrow di,23,5,1
0,k go sleep well take rest,34,12,2
0,u guy never invit anywher,34,8,1
1,ur go 2 bahama callfreefon 08081560665 speak live oper claim either bahama cruis cash opt txt x 07786200117,161,29,3
0,want pleas insid outsid bedroom,74,17,2
0,calm downon theacus itxt u co iwana know wotu r doin haventcn u age ring ur up4 neth j,146,33,2
0,love wine dine ladi,32,9,1
1,someon conact date servic enter phone fanci find call landlin pobox12n146tf15,155,27,2
0,cool ta luv 2 caus doin load plan wk got social servic inspect nurseri take care spk sn x,162,36,2
0,know account detail ask mom send mom reach,86,21,1
0,think u wrong number,32,8,1
0,feel alway happi slowli becom habit amp final becom part life follow happi morn amp happi day,166,38,4
0,b late love mum,22,6,1
0,got mail panren paru,26,7,1
0,think chuckin ur red green n black trainner 2 save carryin bac train,92,18,1
0,give one miss number pleas,37,7,1
0,ju came back fr lunch wif si u leh,46,13,2
0,schedul next week town weekend,62,15,2
0,realli good dhanush rock,39,10,1
0,lmao ok wont need u hair anymor,50,13,1
0,miss ya need ya want ya love ya,35,12,1
0,sorri free,21,6,1
0,u ever get song stuck head reason wo go away til u listen like 5 time,107,28,1
0,nt yet chikku simpl habba hw abt u,38,11,1
0,got ur mail muchand look forward lot support less contact rememb one venugop late shall tri come till dear,205,38,1
0,sometim heart remembr someon much forget someon soon bcoz heart like everyon like one rememb everytim bslvyl,158,27,2
0,joy father john john name joy father mandan,67,17,3
1,hi 07734396839 ibh custom loyalti offer new nokia6600 mobil txtauction txt word start get 4t,145,30,1
0,hi yiju regard 3230 textbook intro algorithm second edit sell 50,121,27,3
1,sm auction nokia 7250i get win free auction take part send nokia 86021,162,33,4
0,k want us come,26,9,1
0,littl difficult simpl way enter place,68,15,2
0,ha us e thing got tv 2 watch u thk 2 go tonight u alreadi haf smth mind,123,33,4
0,dont show far put new pictur facebook,61,14,3
0,watch tv got new job,33,10,2
0,good afternoon sexi bun goe job search wake first thought alway love wish fine happi know ador,156,37,4
0,come whatev want,41,10,1
0,ok chikku 1 favourit song,50,15,1
0,u see post facebook,41,10,1
1,call freephon 0800 542 0578,33,7,1
1,buy space invad 4 chanc 2 win orig arcad game consol press 0 game arcad std wap charg see 4 term set purchas,154,32,3
1,big brother alert comput select u 10k cash 150 voucher call ntt po box cro1327 bt landlin cost 150ppm mobil vari,154,31,4
0,oh well c u later,22,9,1
0,uncl atlanta wish guy great semest,53,12,2
0,dear free messag without recharg hi hi hi,62,14,2
0,dun believ thk u told,34,10,1
0,know god creat gap finger one made come amp fill gap hold hand love,151,36,2
0,ye sura sun tv lol,26,12,2
0,arun u transfr amt,27,7,1
0,takin shower yeah leav done,52,13,1
0,work eye philosophi text u later bit free chat,100,23,1
0,u lost ill alway b intend 2 hurt u never knew u felt itried2tel careabout u,170,32,1
1,win winner foley ipod excit prize soon keep eye ur mobil visit,132,29,3
0,bad girl still rememb,39,9,2
0,much gave morn,32,9,2
0,hope alright babe worri might felt bit despar learn job fake wait come back love,158,36,3
0,hey tell blake address carlo want meet got lost answer phone,120,28,2
0,get opinion someth first,42,9,1
0,one week leav put know time,46,12,2
0,hit move,44,14,1
0,excel spent lt gt year air forc iraq afghanistan stabl honest like travel,123,32,5
0,wan na watch movi,24,6,1
0,ok lor thanx school,31,8,1
0,class get text,34,11,2
0,bu leav lt gt,29,11,1
0,god good sleep dear pray,47,11,1
1,today voda number end 1225 select receiv match pleas call 08712300220 quot claim code 3100 standard rate app,158,27,2
0,nice day today love dearli,47,13,2
0,aiyo bit pai seh noe scare dun rem die hee becom better lookin oredi leh,116,28,2
0,aight ask roommat,37,10,1
0,what hous beer,64,16,2
0,wan 2 meet n combin part da rest da project go,84,22,2
0,ticket 4 walsal tue 6 th march mate get sat ill pay treat want 2 go txt bak,124,32,5
0,ye chat,24,6,1
0,hi jess dont know work call u im home eve xxx,89,24,2
0,sian aft meet supervisor got work 2 liao u work,67,15,1
0,go write ccna exam week,44,11,2
0,well watch shrek 3d b,33,11,2
0,much dirti fellow,28,7,1
0,dunno dat wat told ok lor,37,11,2
0,probabl tomorrow even later tonight someth go,76,17,1
0,could say die man feel sad go want know would probabl gone late night,150,37,1
0,think lift one,45,11,1
0,u dun wan u dun like alreadi ah wat u still eat,84,23,2
0,sent ur email id soon,24,6,1
0,dude teresa hope okay didnt hear peopl call receiv packag sinc dec lt gt thot like know fantast year best read plu realli realli bam first aid usml work done,332,80,8
0,hey gorgeou man work mobil number good one babe squishi mwah,80,19,4
1,hottest pic straight phone see get wet want xx text pic 89555 txt cost 150p textoper g696ga 18 xxx,151,32,3
0,way stay oh,34,9,1
0,thanx take call got job start monday,65,16,3
0,time ur flight tmr,27,7,1
0,come,24,6,1
0,rather promin bite mark right cheek,53,11,1
0,septemb,28,7,1
0,wet right,22,6,1
0,husband,23,6,1
1,hack chat get backdoor entri 121 chat room fraction cost repli neo69 call 09050280520 subscrib 25p pm dp bcm box 8027 ldn wc1n3xx,161,36,4
0,norm tomorrow finish co st test need sort librari stuff point tomo got letter today access til end march better get move,191,44,3
0,yeah got list u joanna feel realli anti social,75,18,2
0,offic na,23,7,1
0,comingdown later,29,8,1
0,super da good replac murali,37,8,1
0,da good good unsold,40,9,1
0,hi u want join st later meet five call u class,93,26,4
0,engalnd telli decid wo let watch mia elliot kiss damn,107,26,3
1,free nokia motorola upto 12mth linerent 500 free min free call mobileupd8 08001950382 call,158,27,2
0,dont want hear philosophi say happen,52,11,2
0,got job wipro get everi thing life 2 3 year,71,20,1
0,cant get da laptop matric card wif lei,55,13,2
0,dunno da next show aft 6 toa payoh got 650,51,14,2
1,2nd time tri 2 contact u 750 pound prize 2 claim easi call 08718726970 10p per min,154,34,4
0,made payment dont much sorri would want fedex way,98,23,3
0,play one day last year know even though good team like india,89,19,1
0,girl wait recept ah,50,13,1
0,say god love amp need clean heart ten special peopl amp u c miracl tomorrow pl pl,163,44,2
0,hate turn fun shop trip annoy day everyth would look hous,135,29,2
0,sir wait call,32,9,1
0,want come onlin,41,12,2
0,could work reach consensu next meet,58,13,1
0,aiyah wait lor u entertain hee,50,13,3
0,last thing ever want hurt think would laugh embarass delet tag keep go far knew even fact even felt like would hurt show realli know messi wednesday bad problem time clean choos skype take pictur sleep want go mind thing make bed throw laundri top ca friend hous embarass underwear bra strewn bed pillow floor someth els use good least make bed,790,196,10
0,let know kick,34,9,1
0,call ok said call,35,9,1
0,call number avail appoint ask connect call wahe fathima,100,20,2
0,go buy wif meet later,48,13,1
0,mmmm fuck fair know weak grin push knee expos belli pull head forget know wick smile,183,46,4
